"taxparcelnumber","location_value"
"419293006","Low"
"419293027","Other"
"419294081","Other"
"419295021","Other"
"419295022","Other"
"419297006","Other"
"419298008","High"
"419303017","Other"
"419304000","Other"
"419306002","Other"
"419306034","Other"
"419313042","Other"
"419314026","Other"
"419321012","Low"
"419321040","Other"
"419321078","High"
"419321089","Low"
"419325020","Other"
"419332009","Other"
"419351006","Other"
"419353007","Other"
"419353010","Other"
"420012003","Other"
"420013041","Other"
"420023010","Other"
"420024034","Low"
"420033067","Other"
"420041048","High"
"420044088","High"
"420044125","Other"
"420045002","High"
"420048007","Other"
"420052012","Low"
"420052045","High"
"420053058","Other"
"420061001","Low"
"420061022","Low"
"420061037","Other"
"420061048","Low"
"420061059","Low"
"420061079","Low"
"420061085","Low"
"420061100","Low"
"420061175","Low"
"420062001","Low"
"420062009","Other"
"420062064","Low"
"420062111","High"
"420062142","High"
"420062164","Low"
"420062165","Low"
"420062176","Low"
"420062227","Other"
"420062228","Low"
"420062246","Low"
"420064005","Low"
"420064059","Low"
"420064108","Low"
"420064138","Low"
"420064139","Low"
"420064141","Low"
"420064155","Other"
"420064213","Low"
"420064217","Other"
"420064220","Low"
"420065011","Low"
"420065045","Low"
"420065050","Low"
"420065055","Low"
"420065079","Low"
"420065080","Low"
"420067029","Low"
"420071157","High"
"420072035","Low"
"420072085","Low"
"420072125","Low"
"420076008","Low"
"420077003","High"
"420083049","Other"
"420091118","Low"
"420091135","Other"
"420098014","High"
"420103023","Other"
"420112087","Other"
"420123042","Other"
"420171012","Other"
"420172022","Low"
"420172056","High"
"420172061","High"
"420172705","Low"
"420174036","Low"
"420181024","Other"
"420182701","Low"
"420183002","High"
"420183033","Low"
"420184033","High"
"420194110","High"
"420201115","Other"
"420202009","Other"
"420202044","Low"
"420204263","Other"
"420204272","Other"
"420204282","Other"
"420207031","Other"
"420208039","Other"
"420208040","Other"
"420213030","Low"
"420213035","Other"
"420214021","Other"
"420214067","Other"
"420221117","Other"
"420222012","Low"
"420222025","Low"
"420222058","Low"
"420222074","Other"
"420223124","Other"
"420226029","Other"
"420233016","Low"
"420233045","High"
"420233115","Other"
"420252001","Other"
"420267010","High"
"420271163","Other"
"420272121","High"
"420272140","Other"
"420272151","Other"
"420272153","Other"
"420275013","Low"
"420281038","Low"
"420281154","Other"
"420282053","Other"
"420288004","High"
"420301032","Low"
"420303007","Low"
"420303124","Other"
"420306026","Other"
"420307027","Other"
"420312129","Other"
"420312130","Other"
"420313074","Other"
"420313078","Other"
"420316055","Other"
"420316056","Other"
"420317018","Low"
"420334018","Other"
"420334095","Low"
"420334144","Other"
"420334192","Other"
"420341074","Other"
"420342074","Other"
"420342144","Other"
"420342145","Other"
"420343025","Other"
"420346013","Other"
"420347032","Low"
"420353009","High"
"420365005","Other"
"420368021","Low"
"421303005","High"
"421303008","High"
"421311009","High"
"421311010","High"
"421311011","High"
"421311023","High"
"421312026","High"
"421312030","High"
"421312042","High"
"421312049","High"
"421312052","High"
"421313041","High"
"421313043","High"
"421313046","High"
"421313051","High"
"421313057","High"
"421313058","High"
"421313061","High"
"421313090","Other"
"421314016","High"
"421314053","Other"
"421314054","Other"
"421314070","High"
"421314087","High"
"421314094","High"
"421314096","High"
"421314098","High"
"421314104","High"
"421316002","High"
"421316005","High"
"421316013","High"
"421316014","High"
"421316016","High"
"421316021","High"
"421316044","High"
"421317001","High"
"421317016","High"
"421318010","High"
"421318012","High"
"421318019","High"
"421318030","High"
"421318033","High"
"421318034","High"
"421318052","High"
"421318053","High"
"421318054","High"
"421318062","High"
"421318066","High"
"421318067","High"
"421318070","High"
"421318071","High"
"515183009","Other"
"515191000","Other"
"515204000","Other"
"515252004","Other"
"515275001","Other"
"516281005","Low"
"517061704","Other"
"517073011","Other"
"517074002","Low"
"517082004","Low"
"518051038","Other"
"518053005","Other"
"518054020","Other"
"518064000","Other"
"518081002","Other"
"518081043","Other"
"518081046","Other"
"518082000","Other"
"518082018","Other"
"518084001","Other"
"518084016","Other"
"518102013","Other"
"518171028","Other"
"518171039","Other"
"518173025","Other"
"518173027","Other"
"518173032","Other"
"518174701","Low"
"518174703","Low"
"518196003","Other"
"518202036","Other"
"518202040","Other"
"518202043","Other"
"518203023","Other"
"518205001","Other"
"518205003","Other"
"518207029","Other"
"518207031","Other"
"518207036","Other"
"518292004","Other"
"519024001","Other"
"519036059","Other"
"519061001","Other"
"519061010","Other"
"519062019","Other"
"519064008","Other"
"519073005","Other"
"519073026","Other"
"519073031","Other"
"519073055","Other"
"519108195","Other"
"519112013","Other"
"519112035","Other"
"519124050","Other"
"519131048","Low"
"519131050","Low"
"519131055","Low"
"519132023","Low"
"519132026","Low"
"519132027","Other"
"519132028","Other"
"519132029","Other"
"519141019","Other"
"519143012","Other"
"519144008","Other"
"519144018","Other"
"519231061","Low"
"519233002","Low"
"519233020","Low"
"519233021","Low"
"519234037","Low"
"519234048","Low"
"519251001","High"
"519251005","High"
"519251011","High"
"519253010","Other"
"519253013","Other"
"519253014","Other"
"519254004","Other"
"519254008","Other"
"519254019","Other"
"519254020","Other"
"519254021","Other"
"519254027","Other"
"519254030","Other"
"519254031","Other"
"519254040","Other"
"519262028","Low"
"519262032","Low"
"519263001","Other"
"519264018","Other"
"519264024","Other"
"519264026","Other"
"519264039","Other"
"519264045","Other"
"519264046","Other"
"519268001","Other"
"519268002","Other"
"519268004","Other"
"519271032","Low"
"519271033","Low"
"519271700","Low"
"519274049","Other"
"519274082","Low"
"519274084","Low"
"519274700","Other"
"519294012","Other"
"519294013","Other"
"519301705","Other"
"519314010","Other"
"519321010","Other"
"519321012","Other"
"519323052","Other"
"519333021","Low"
"519333024","Low"
"519362004","Other"
"520022013","Other"
"520032045","Other"
"520046014","High"
"520054022","Other"
"520054087","Other"
"520102003","Low"
"520153017","Other"
"520177071","Low"
"520178061","Other"
"520184064","Other"
"520192063","Other"
"520192167","High"
"520193024","Other"
"520283095","Other"
"520283127","Low"
"520302026","Other"
"520302077","Low"
"520303002","Other"
"520303042","Other"
"520304035","Other"
"520304048","Low"
"520314066","Other"
"520314705","Other"
"520344016","Other"
"520345004","Other"
"615264011","Low"
"615272020","Low"
"615281004","High"
"615281008","High"
"615281014","Other"
"615331001","Other"
"616251000","High"
"618211005","Low"
"618263001","Low"
"618341002","Low"
"618363014","Low"
"619014005","High"
"619051002","Other"
"619051006","Low"
"619051015","Other"
"619052000","Low"
"619052005","Low"
"619053018","Other"
"619073011","Other"
"619073035","Other"
"619084063","Low"
"619084068","Low"
"619161000","Low"
"619162030","Low"
"619171024","Low"
"619171051","Low"
"619171079","Low"
"619172053","Low"
"619181026","Low"
"619181051","Low"
"619181055","Low"
"619182059","Low"
"619184007","Other"
"619191023","Low"
"619191026","Low"
"619194046","Low"
"619194047","Low"
"619194049","Low"
"619203036","Other"
"619203061","Low"
"619204026","Low"
"619204034","Low"
"619204045","Low"
"619282066","Other"
"619282072","Low"
"619282080","Low"
"619282084","Low"
"619313014","High"
"619324020","Low"
"620324010","Low"
"715311000","Other"
"718171000","High"
"718211000","High"
"718291000","High"
"1019313001","High"
"2000070070","Other"
"2002060021","Other"
"2002060080","Low"
"2002060100","Low"
"2002070020","Other"
"2002090010","Other"
"2002090073","Other"
"2002180020","High"
"2002180030","Low"
"2002180041","Low"
"2002190010","High"
"2004070064","Other"
"2004080082","Low"
"2004100040","Other"
"2004250030","Other"
"2004250040","Low"
"2004250060","Low"
"2004250080","Other"
"2004270010","Low"
"2004270060","Low"
"2004270070","Low"
"2004280020","High"
"2004280050","Low"
"2004280060","Low"
"2005120010","Other"
"2005120020","Other"
"2005130010","Low"
"2005180030","Low"
"2005260021","Low"
"2005270020","Low"
"2005280030","Low"
"2005290030","Low"
"2006080032","Other"
"2006100042","Other"
"2006130010","Other"
"2006140010","Low"
"2006140060","Low"
"2006140070","Other"
"2006160010","Low"
"2006160030","Other"
"2006160050","Other"
"2006180060","High"
"2006210060","Other"
"2006260040","Low"
"2006270060","Low"
"2006280080","Low"
"2006290020","High"
"2006290040","Low"
"2006300060","Low"
"2006300070","Low"
"2006310021","Other"
"2006310090","Low"
"2006330060","Low"
"2006340060","Low"
"2006350050","Low"
"2007030040","Other"
"2007040014","Other"
"2007050130","Other"
"2007100031","Other"
"2007100080","Low"
"2007110181","Other"
"2007110210","Other"
"2007120010","Other"
"2007140010","Other"
"2007140040","Other"
"2007150070","Other"
"2007170010","Low"
"2007180030","Low"
"2007200060","Low"
"2007200120","Low"
"2007200130","Low"
"2007210090","Other"
"2007220140","High"
"2007250050","Low"
"2007270010","Other"
"2007290010","Low"
"2007290050","Low"
"2007300030","Low"
"2007300070","Low"
"2007300120","Low"
"2007310020","Low"
"2007310060","Low"
"2007310080","Low"
"2007350060","Low"
"2007350110","Low"
"2007350120","Low"
"2008030010","Other"
"2008070030","Other"
"2008130013","Other"
"2008160041","Other"
"2008170030","Low"
"2008180072","Other"
"2008190010","Low"
"2008190060","Other"
"2008200030","Low"
"2008210070","Low"
"2008210080","Low"
"2008230050","Low"
"2008230060","Other"
"2008230100","Other"
"2008230120","High"
"2008230124","Low"
"2008240030","Low"
"2008240060","Low"
"2008250030","Low"
"2008250060","Low"
"2008250124","Low"
"2008260010","Low"
"2008270040","Low"
"2008280040","Low"
"2008290060","Other"
"2008290080","Low"
"2008300060","Low"
"2008300090","Low"
"2008310010","High"
"2008310060","Low"
"2008320050","Low"
"2008320090","Other"
"2008330010","Low"
"2008330061","Low"
"2008330070","Low"
"2008340020","High"
"2008340070","Low"
"2008340090","Low"
"2008340100","Low"
"2008340120","Low"
"2008350110","Low"
"2008350140","Low"
"2009020041","Other"
"2009030020","Other"
"2009040011","Other"
"2009040022","Other"
"2009050020","Other"
"2009060051","Other"
"2009060070","Other"
"2009060080","High"
"2009070010","Other"
"2009080010","Other"
"2009100121","Other"
"2009110030","Other"
"2009110100","Other"
"2009110110","Other"
"2009170080","High"
"2009180060","Low"
"2009180073","Low"
"2009200060","Low"
"2009220080","High"
"2009240011","Low"
"2009250010","Low"
"2009250040","Low"
"2009250050","Low"
"2009250100","Low"
"2009260020","Low"
"2009260040","Low"
"2009270110","Low"
"2009270160","Low"
"2009280060","Other"
"2009280110","Low"
"2009290030","Low"
"2009290060","Low"
"2009290080","Low"
"2009290150","Low"
"2009300060","Low"
"2009300140","Low"
"2009310120","Low"
"2009320090","Low"
"2009320100","Low"
"2009320140","Low"
"2009330010","Low"
"2009330050","Low"
"2009330161","Low"
"2009340040","Low"
"2009350080","Low"
"2009360010","Low"
"2009360071","Low"
"2009360080","Low"
"2009360110","High"
"2009360230","Low"
"2009360291","Low"
"2010010010","Other"
"2010160040","Low"
"2010160050","Low"
"2010160080","High"
"2010180011","Low"
"2010180040","Low"
"2010190060","Low"
"2010190080","Other"
"2010230010","Low"
"2010230020","Low"
"2010230030","Low"
"2010230040","Low"
"2010240013","Low"
"2010240033","Low"
"2010250050","Low"
"2011030020","Other"
"2011050010","Other"
"2011050020","Other"
"2011050131","Other"
"2011060030","Other"
"2011070054","Other"
"2011090020","Other"
"2011090030","Other"
"2011100064","Other"
"2011110030","Other"
"2011110050","Other"
"2011110100","Low"
"2011110130","Other"
"2011120010","Other"
"2011160030","Low"
"2011160040","Low"
"2011170020","Low"
"2011180050","High"
"2011190030","Other"
"2011190040","Other"
"2011190070","Low"
"2011190080","Low"
"2011220041","Low"
"2011240050","Low"
"2011240130","Low"
"2011240190","Other"
"2011240200","Low"
"2011250240","Low"
"2011280050","Low"
"2011290030","Low"
"2011290040","Low"
"2011290060","Low"
"2011300030","Low"
"2011310073","High"
"2011310081","Low"
"2011320020","Low"
"2011320050","Low"
"2011320060","Low"
"2011330020","Low"
"2011330060","Low"
"2011340020","Low"
"2011340050","Low"
"2011360050","Other"
"2012140010","Low"
"2012170011","Low"
"2012170012","Low"
"2012170040","Other"
"2012180010","Low"
"2012180020","Low"
"2012180052","Low"
"2012190013","Low"
"2012200020","High"
"2012200030","Low"
"2012220030","Other"
"2012220040","Other"
"2012240020","Low"
"2012290011","Low"
"2012290020","Low"
"2012290031","Low"
"2012290120","Low"
"2012290130","Low"
"2012290150","Other"
"2012300030","Low"
"2012300050","Low"
"2012310040","High"
"2012310060","Low"
"2012310080","Low"
"2012320020","Low"
"2012320030","Low"
"2012320060","Low"
"2012320130","Low"
"2012320150","Low"
"2012330010","Low"
"2012330030","Low"
"2012330140","Low"
"2012340040","Low"
"2012340060","Low"
"2012340090","Low"
"2012340110","Low"
"2012350040","Low"
"2012350050","Low"
"2012350080","Low"
"2012350100","Low"
"2012350110","Low"
"2012350130","Low"
"2012350140","Low"
"2012360090","Low"
"2012360160","Low"
"2012360180","Low"
"2013050132","Other"
"2013090110","High"
"2013100040","Low"
"2013110020","High"
"2013130050","Low"
"2013170023","Low"
"2013180010","Low"
"2013190030","Other"
"2013200060","Low"
"2013210041","Low"
"2013220010","Other"
"2013220020","Low"
"2013220032","Other"
"2013220053","Low"
"2013230050","Low"
"2013230060","Low"
"2013230090","Low"
"2013250040","Other"
"2013290060","Low"
"2013300090","Low"
"2013310060","Low"
"2013340040","Low"
"2014030030","Other"
"2014130030","Low"
"2014130100","Low"
"2014180010","Low"
"2014180080","Low"
"2014200071","Low"
"2014210020","Other"
"2014220030","Low"
"2014230073","Low"
"2014240050","Low"
"2014270030","Low"
"2014270110","Low"
"2014310010","Low"
"2014310020","Low"
"2014310060","Low"
"2014320040","Low"
"2014330070","Low"
"2014340020","Low"
"2014340060","Low"
"2015020030","Other"
"2015080012","Other"
"2015100151","High"
"2015130021","Low"
"2015130102","Low"
"2015150061","Low"
"2015160100","High"
"2015170100","Other"
"2015200060","Low"
"2015200072","Low"
"2015250103","Low"
"2015250111","Low"
"2015270020","Low"
"2015270030","Low"
"2015270040","Low"
"2015270050","Low"
"2015270100","Low"
"2015290010","Low"
"2015290020","Low"
"2015290080","Low"
"2015290221","Low"
"2015290260","Low"
"2015310071","Low"
"2015310090","Low"
"2015310141","Low"
"2015310142","Low"
"2015320081","Low"
"2015320100","Low"
"2015330010","Low"
"2015330030","Low"
"2015340020","Low"
"2016130090","Low"
"2016150012","Low"
"2016150061","Low"
"2016240010","Low"
"2016240050","Low"
"2016240060","Low"
"2016240070","Low"
"2016260020","Low"
"2016260060","Low"
"2016270020","Low"
"2016280020","Low"
"2016280080","Low"
"2016290050","Low"
"2016300030","Low"
"2016300040","Low"
"2016300050","Low"
"2016300080","Low"
"2017090030","Other"
"2017090050","Other"
"2017120040","High"
"2017220010","Low"
"2017230030","Low"
"2017240010","Low"
"2017240020","Low"
"2017240070","Low"
"2017250011","Low"
"2017250030","Low"
